Geneid	Chr	Start	End	Strand	Length	logFC	logCPM	LR	PValue	FDR	significance
ENSG00000111249	12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12	111034165;111099446;111099930;111214200;111214200;111214301;111217890;111217890;111217890;111263761;111263761;111263761;111270230;111291418;111291418;111293446;111293446;111295333;111295333;111296473;111298541;111304210;111306921;111307199;111308285;111308427;111310041;111312100;111320012;111322421;111334441;111338286;111341780;111347524	111034240;111099636;111100117;111214310;111214310;111214310;111217937;111217937;111217937;111263839;111263839;111263839;111270654;111291552;111291552;111293569;111293569;111295346;111295409;111296539;111298589;111304314;111307112;111307257;111308333;111308526;111310682;111312201;111320775;111322580;111334710;111338474;111342053;111350554	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7507	-5.261969010673233	4.868672122558263	23.40810280126074	1.3102547404696913e-6	2.517971480927142e-4	Downregulated
ENSG00000211654	22;22	22427540;22427713	22427590;22428035	+;+	374	-7.3692775798999826	-1.1472022042825716	23.375896223129455	1.3323764121407103e-6	2.5440702684894446e-4	Downregulated
ENSG00000243238	2;2	89244781;89245518	89245091;89245596	-;-	390	-5.678466688750823	0.5892318138555754	23.347710102283145	1.3520437245405033e-6	2.5651800269355394e-4	Downregulated
ENSG00000267767	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	34788527;34788575;34791820;34791820;34803358;34806108;34807153;34816157;34816157;34816249;34816562;34818587;34818587;34818587;34829164;34830406;34830406;34832330;34832330;34832725;34832725	34788674;34788674;34791915;34791915;34803483;34806146;34807375;34817490;34817490;34816459;34817490;34818766;34818766;34818711;34829253;34830526;34830526;34832536;34832532;34832866;34832869	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2709	-6.048557475140706	-0.10631607300551656	23.33348966388077	1.3620765019256885e-6	2.5678590356240815e-4	Downregulated
ENSG00000250538	4;4;4;4;4;4	155206529;155207166;155208025;155208025;155208303;155208962	155207815;155207815;155208176;155208176;155208478;155209027	-;-;-;-;-;-	1681	7.632265603964397	-0.881281817004548	23.306964265797653	1.3809906210287474e-6	2.587142618149893e-4	Upregulated
ENSG00000250360	5;5	50965687;50966886	50966132;50967008	-;-	569	-6.021669232563545	-0.08265337354060578	23.162039932626115	1.4890793434258672e-6	2.772200400164144e-4	Downregulated
ENSG00000280890	7;7;7;7	55235965;55238562;55255187;55255531	55238463;55238666;55255418;55255635	-;-;-;-	2941	6.421611554169734	-0.18415184240118468	23.128065680358205	1.51562247920025e-6	2.8040898626048355e-4	Upregulated
ENSG00000268433	19	21677550	21678221	-	672	-6.356257988095425	-0.4595155277030054	23.087265440014896	1.548126505010413e-6	2.8465459385645166e-4	Downregulated
ENSG00000290418	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	16601887;16601911;16602044;16611658;16614077;16619615;16620052;16622841;16622841;16622841;16637020;16637040;16637040;16637040;16638579;16638579;16638579;16638579;16638579;16638579;16639298;16647168;16647605;16647663;16648527;16648527;16648527;16649930;16652322;16652933;16653510;16697496	16602215;16602215;16602215;16611893;16614178;16619720;16620160;16622897;16622897;16622897;16637090;16637090;16637090;16637090;16638980;16638740;16638740;16638740;16638740;16638740;16640737;16647257;16647785;16647785;16648648;16653809;16648830;16649961;16652483;16653805;16653692;16698742	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9653	-5.263941476310238	2.848124863202937	22.988248177850288	1.6299473594870058e-6	2.973602590503344e-4	Downregulated
ENSG00000060718	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	102876467;102876468;102876473;102877485;102877700;102877717;102877951;102879683;102879683;102879683;102879683;102879683;102879683;102879683;102881697;102881697;102881697;102881697;102881697;102881697;102883199;102883199;102883199;102883199;102883199;102883199;102884355;102886807;102886807;102886807;102886807;102886807;102888577;102888577;102888577;102888577;102888577;102888723;102888723;102888723;102888723;102888723;102888866;102888866;102888866;102888866;102888866;102889455;102889455;102889455;102889455;102889455;102890451;102890451;102890451;102890451;102890451;102898125;102898125;102898125;102898125;102898125;102898666;102898666;102898666;102898666;102898666;102898941;102898941;102898941;102898941;102898941;102912159;102912159;102912159;102912159;102912159;102913637;102913637;102913637;102913637;102913637;102914352;102914352;102914352;102914352;102914352;102914704;102914704;102914704;102914704;102914704;102915631;102915631;102915631;102915631;102915631;102920311;102920311;102920311;102920311;102920311;102921518;102921518;102921518;102921518;102921518;102923336;102923336;102923336;102923336;102923336;102934449;102934449;102934449;102934449;102934449;102935060;102935060;102935060;102935060;102935060;102939035;102939035;102939035;102939035;102939035;102940327;102940327;102940327;102940327;102940327;102946849;102946849;102946849;102946849;102946849;102961745;102961866;102961866;102961866;102961866;102961866;102962176;102962176;102962176;102962176;102962176;102962176;102962653;102962653;102962653;102962653;102962653;102962653;102965487;102965487;102965487;102965487;102965487;102970219;102970219;102970219;102970219;102970219;102974830;102974830;102974830;102974830;102974830;102978708;102978708;102978708;102978708;102978708;102978860;102978860;102978860;102978860;102978860;102979060;102979060;102979060;102979060;102979060;102979382;102979382;102979382;102979382;102979382;102979597;102984138;102984138;102984138;102984138;102984138;102987633;102987633;102987633;102987633;102987633;102989518;102989518;102989518;102989518;102989518;102995864;102995864;102995864;102995864;102995864;102995989;102995989;102995989;102995989;102995989;102997080;102997080;102997080;102997080;102997080;102998310;102998310;102998310;102998310;102998310;103001014;103001079;103001260;103001260;103001925;103001925;103001925;103001925;103001925;103001925;103001925;103001925;103002428;103002428;103002428;103002428;103002428;103002428;103002428;103002428;103002428;103002747;103002747;103002747;103002747;103002747;103002747;103002747;103002747;103002747;103003215;103003215;103003215;103003215;103003215;103003215;103003215;103003215;103003215;103004444;103004444;103004444;103004444;103004444;103004444;103004444;103004444;103004444;103004608;103004608;103004608;103004608;103004608;103004608;103004608;103004608;103004608;103005838;103005838;103005838;103005838;103005838;103005838;103005838;103005838;103005838;103006068;103006068;103006068;103006068;103006068;103006068;103006068;103006068;103006068;103006262;103006262;103006262;103006262;103006262;103006262;103006262;103006262;103006262;103008463;103008463;103008463;103008463;103008463;103008463;103008463;103008463;103008463;103008473;103012413;103012413;103012413;103012413;103012413;103012413;103012413;103012413;103012413;103012413;103014511;103014511;103014511;103014511;103014511;103014511;103014511;103014511;103014511;103014511;103015668;103015668;103015668;103015668;103015668;103015668;103015668;103015668;103015668;103015668;103017820;103017820;103017820;103017820;103017820;103017820;103017820;103017820;103017820;103017820;103018818;103018818;103018818;103018818;103018818;103018818;103018818;103018818;103018818;103018818;103021707;103021707;103021707;103021707;103021707;103021707;103021707;103021707;103021707;103021707;103022742;103022742;103022742;103022742;103022742;103022742;103022742;103022742;103022742;103025521;103025521;103025521;103025521;103025521;103025521;103025521;103025521;103025521;103025800;103025800;103025800;103026216;103026216;103026216;103026216;103026216;103026216;103026216;103030901;103031116;103031116;103031116;103031116;103031116;103031116;103031116;103031116;103031116;103031116;103074618;103074618;103074618;103074618;103074618;103074618;103074618;103074618;103074618;103074618;103078658;103078658;103078658;103078658;103078658;103078658;103078658;103078658;103078658;103078658;103082805;103082805;103082805;103082805;103082805;103082805;103082805;103082805;103082805;103082805;103108073;103108073;103108073;103108073;103108073;103108073;103108073;103108073;103108073;103108790	102878165;102878165;102878165;102878165;102878165;102878165;102878165;102879916;102880018;102879916;102879916;102879916;102879916;102879916;102881765;102881765;102881765;102881765;102881765;102881765;102883311;102883311;102883311;102883311;102883311;102883311;102884585;102887056;102887056;102887056;102887056;102887056;102888630;102888630;102888630;102888630;102888630;102888758;102888758;102888758;102888758;102888758;102888919;102888919;102888919;102888919;102888919;102889562;102889562;102889562;102889562;102889562;102890504;102890504;102890504;102890504;102890504;102898178;102898178;102898178;102898178;102898178;102898773;102898773;102898773;102898773;102898773;102898994;102898994;102898994;102898994;102898994;102912212;102912212;102912212;102912212;102912212;102913690;102913690;102913690;102913690;102913690;102914405;102914405;102914405;102914405;102914405;102914811;102914811;102914811;102914811;102914811;102915684;102915684;102915684;102915684;102915684;102920364;102920364;102920364;102920364;102920364;102921571;102921571;102921571;102921571;102921571;102923389;102923389;102923389;102923389;102923389;102934556;102934556;102934556;102934556;102934556;102935113;102935113;102935113;102935113;102935113;102939088;102939088;102939088;102939088;102939088;102940434;102940434;102940434;102940434;102940434;102946956;102946956;102946956;102946956;102946956;102961919;102961919;102961919;102961919;102961919;102961919;102962265;102962265;102962265;102962265;102962265;102962265;102962684;102962760;102962760;102962760;102962760;102962760;102965540;102965540;102965540;102965540;102965540;102970272;102970272;102970272;102970272;102970272;102974883;102974883;102974883;102974883;102974883;102978752;102978752;102978752;102978752;102978752;102978913;102978913;102978913;102978913;102978913;102979104;102979104;102979104;102979104;102979104;102979435;102979435;102979435;102979435;102979435;102979612;102984191;102984191;102984191;102984191;102984191;102987740;102987740;102987740;102987740;102987740;102989571;102989571;102989571;102989571;102989571;102995908;102995908;102995908;102995908;102995908;102996042;102996042;102996042;102996042;102996042;102997124;102997124;102997124;102997124;102997124;102998363;102998363;102998363;102998363;102998363;103001201;103001201;103001631;103001969;103001969;103001969;103001969;103001969;103001969;103001969;103001969;103001969;103002481;103002481;103002481;103002481;103002481;103002481;103002481;103002481;103002481;103002791;103002791;103002791;103002791;103002791;103002791;103002791;103002791;103002791;103003268;103003268;103003268;103003268;103003268;103003268;103003268;103003268;103003268;103004488;103004488;103004488;103004488;103004488;103004488;103004488;103004488;103004488;103004661;103004661;103004661;103004661;103004661;103004661;103004661;103004661;103004661;103005891;103005891;103005891;103005891;103005891;103005891;103005891;103005891;103005891;103006121;103006121;103006121;103006121;103006121;103006121;103006121;103006121;103006121;103006315;103006315;103006315;103006315;103006315;103006315;103006315;103006315;103006315;103008516;103008516;103008516;103008516;103008516;103008516;103008516;103008516;103008516;103008516;103012469;103012469;103012469;103012469;103012469;103012469;103012469;103012469;103012469;103012469;103014594;103014594;103014594;103014594;103014594;103014594;103014594;103014594;103014594;103014594;103015742;103015742;103015742;103015742;103015742;103015742;103015742;103015742;103015742;103015742;103017882;103017882;103017882;103017882;103017882;103017882;103017882;103017882;103017882;103017882;103018859;103018859;103018859;103018859;103018859;103018859;103018859;103018859;103018859;103018859;103021769;103021769;103021769;103021769;103021769;103021769;103021769;103021769;103021769;103021769;103022996;103022996;103022996;103022996;103022996;103022996;103022996;103022996;103022996;103025613;103025613;103025613;103025613;103025613;103025613;103025613;103025613;103025613;103025952;103025952;103025952;103026332;103026332;103026332;103026332;103026332;103026332;103026332;103031244;103031244;103031244;103031244;103031244;103031244;103031244;103031213;103031244;103031244;103031244;103074780;103074780;103074780;103074780;103074780;103074780;103074780;103074780;103074780;103074780;103078871;103078871;103078871;103078871;103078871;103078871;103078871;103078871;103078871;103078871;103082859;103082972;103082972;103082972;103082972;103082972;103082972;103082972;103082972;103082972;103108178;103108522;103108522;103108272;103108485;103108479;103108522;103108496;103108496;103108872	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9091	-5.176609032458882	7.917761421935569	22.97972076683852	1.6371934899202619e-6	2.973602590503344e-4	Downregulated
ENSG00000256256	12;12	25882955;25885725	25883309;25885855	-;-	486	6.007028206756183	0.174137638233158	22.879634881312015	1.7246953282019074e-6	3.113545438857589e-4	Upregulated
ENSG00000242021	X;X;X;X;X;X;X;X	27042907;27128805;27158905;27158905;27162421;27169036;27169867;27176241	27043120;27128883;27159096;27158993;27162576;27169140;27169949;27176298	-;-;-;-;-;-;-;-	887	-7.281036305214756	-1.2132470097523405	22.85874125010781	1.7435456897849322e-6	3.128614184435167e-4	Downregulated
ENSG00000169594	15;15;15;15;15;15;15;15;15;15	83255884;83255884;83262951;83262951;83266836;83266836;83268133;83268133;83283135;83284530	83258126;83258126;83264815;83264815;83267071;83267071;83268232;83268232;83283457;83284664	-;-;-;-;-;-;-;-;-;-	4902	-5.3802574359830855	1.2440057947120011	22.645990365244785	1.947662432119258e-6	3.45690767620306e-4	Downregulated
ENSG00000278196	22;22	22822658;22822982	22822866;22823289	+;+	517	-5.212296261408019	2.556254924499541	22.643970260308343	1.949711248538336e-6	3.45690767620306e-4	Downregulated
ENSG00000290901	20;20;20;20;20;20;20;20;20	30537597;30537622;30541994;30541994;30545601;30545601;30552951;30552951;30555573	30537659;30537659;30542051;30542051;30545727;30545727;30555661;30553021;30556427	+;+;+;+;+;+;+;+;+	3725	-6.283229866291223	-0.5792599630772636	22.602085546259932	1.9926817922004106e-6	3.5121900913771375e-4	Downregulated
ENSG00000293294	3;3;3;3;3;3;3;3	95654423;95663244;95668320;95668410;95681002;95681458;95682601;95682601	95655847;95663340;95668765;95668765;95681125;95681481;95682721;95683193	-;-;-;-;-;-;-;-	2709	5.776410872692953	0.4582198624889895	22.574447331124688	2.021555506499786e-6	3.526791666162907e-4	Upregulated
ENSG00000120659	13;13;13;13;13;13;13;13;13;13;13;13	42562736;42566621;42571580;42574152;42581126;42581126;42600752;42600752;42600883;42600883;42606497;42606497	42562963;42566762;42571738;42574522;42581293;42581293;42600797;42600797;42600981;42600981;42608013;42607174	+;+;+;+;+;+;+;+;+;+;+;+	2730	-7.232377290337694	-1.2501296356627227	22.57151234596823	2.024646238002676e-6	3.526791666162907e-4	Downregulated
ENSG00000184860	16;16;16;16;16;16;16;16;16;16;16	81988855;81999699;81999755;82000301;82000791;82000791;82000791;82007641;82011387;82011387;82011387	82000224;82000224;82000224;82000417;82000884;82000884;82000884;82007868;82011481;82011465;82011470	-;-;-;-;-;-;-;-;-;-;-	11904	-5.744835741966618	0.09346609966948002	22.49579205138197	2.106044392216409e-6	3.647252576218033e-4	Downregulated
ENSG00000211955	14;14	106359793;106360199	106360097;106360324	-;-	431	-7.22665378264182	-1.2664959313885265	22.46750021032055	2.13729322189847e-6	3.666487745328598e-4	Downregulated
ENSG00000224041	2;2	90114838;90115105	90114935;90115402	+;+	396	-5.921075785451633	-0.22952823187455562	22.463481562861716	2.141769455424098e-6	3.666487745328598e-4	Downregulated
ENSG00000261754	19	34811589	34814345	-	2757	-5.540653329136066	0.5787585599782543	22.412547625255833	2.1993247121355402e-6	3.719534983977062e-4	Downregulated
ENSG00000223648	14;14	106657725;106658133	106658029;106658258	-;-	431	-7.217586236796659	-1.2752014263339846	22.40305801826387	2.2102181896932887e-6	3.719534983977062e-4	Downregulated
ENSG00000273119	18	11390033	11390729	-	697	-7.217586236796659	-1.2752014263339846	22.40305801826387	2.2102181896932887e-6	3.719534983977062e-4	Downregulated
ENSG00000287611	18;18;18;18;18;18;18;18;18;18;18;18	24500130;24500139;24500139;24500399;24501213;24501213;24501213;24501213;24505436;24507639;24507639;24507639	24500306;24500609;24500624;24500609;24501345;24501345;24501345;24501345;24508133;24508262;24508262;24508275	+;+;+;+;+;+;+;+;+;+;+;+	3468	7.480734337837993	-1.016230041950288	22.32398811088342	2.3031158627977197e-6	3.851484960115674e-4	Upregulated
ENSG00000165072	9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9	70043848;70044584;70108211;70109720;70112995;70126159;70131519;70140145;70143554;70168615;70168702;70170479;70170479;70218337;70225750;70225968	70044231;70044697;70108482;70109804;70113132;70126415;70131612;70140288;70143819;70168795;70168795;70170782;70170631;70218596;70225834;70226972	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3589	-5.10666701121935	4.253473920979163	22.31063364564373	2.31918801503843e-6	3.851484960115674e-4	Downregulated
ENSG00000236366	6;6;6;6;6;6;6;6;6	142526455;142526458;142528327;142538029;142544807;142544807;142596300;142637713;142637713	142528383;142528383;142528383;142538054;142544993;142544993;142596536;142637775;142637889	-;-;-;-;-;-;-;-;-	2556	-7.201292098883987	-1.2880226340487477	22.303833150289925	2.3274156270212554e-6	3.851484960115674e-4	Downregulated
ENSG00000178403	4;4	112513516;112515847	112515476;112516180	-;-	2295	-5.517187674874327	0.5581229751105904	22.26280724945491	2.377675927923618e-6	3.9001843393111755e-4	Downregulated
ENSG00000162624	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	75128434;75130226;75134388;75134388;75136603;75136603;75136603;75137100;75137100;75137100;75140985;75140985;75140985;75143118;75143118;75143118;75143845;75143845;75143845;75148587;75148587;75148587;75156893;75156893;75156893;75159288;75160819;75160819;75160819	75128608;75130732;75134954;75134700;75136689;75136689;75136689;75137261;75137261;75137261;75141106;75141106;75141106;75143338;75143338;75143338;75143948;75143948;75143948;75148682;75148682;75148682;75157076;75157076;75157076;75161531;75161533;75161533;75161533	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4471	-7.183240775075026	-1.2913351991821562	22.258487177500015	2.383031355136919e-6	3.9001843393111755e-4	Downregulated
ENSG00000154478	10;10;10	123666355;123674818;123687929	123667075;123674931;123697399	+;+;+	10306	5.523902913252514	0.9118921205134731	22.247376551393447	2.3968604206594404e-6	3.9013814945455057e-4	Upregulated
ENSG00000211965	14;14	106556936;106557352	106557248;106557477	-;-	439	-5.399229670676811	0.7390866871656805	22.180509366355984	2.4818050699175617e-6	4.0176917183496966e-4	Downregulated
ENSG00000157766	15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15	88803436;88803440;88803440;88803474;88803759;88803759;88836200;88836200;88836200;88836200;88836200;88836200;88838663;88838663;88838663;88838663;88838663;88838663;88840012;88840012;88840012;88840012;88840012;88840012;88841740;88841740;88841740;88841740;88841740;88841740;88843355;88843355;88843355;88843355;88843355;88843355;88845505;88845505;88845505;88845505;88845505;88845505;88847243;88847243;88847243;88847243;88847243;88847243;88847911;88847911;88847911;88847911;88847911;88847911;88849438;88849438;88849438;88849438;88849438;88849438;88851794;88851794;88851794;88851794;88851794;88854852;88854852;88854852;88854852;88854852;88860326;88860326;88868216;88868216;88871382;88871382;88871382;88871382;88871382;88872003;88872003;88872003;88872003;88872003;88872881;88872881;88872881;88872881;88872881;88872969;88873713;88873842;88873842;88873842;88873842;88873842;88874405;88874405;88874405;88874405;88874405;88874405;88874405	88803809;88803809;88803809;88803809;88803809;88803809;88836276;88836276;88836276;88836276;88836276;88836276;88839046;88839046;88839046;88839046;88839046;88839046;88840186;88840186;88840186;88840186;88840186;88840186;88841867;88841867;88841867;88841867;88841867;88841867;88843648;88843648;88843648;88843648;88843648;88843648;88845882;88845882;88845882;88845882;88845882;88845882;88847417;88847417;88847417;88847417;88847417;88847417;88848038;88848038;88848038;88848038;88848038;88848038;88849731;88849731;88851521;88849731;88849731;88849731;88852033;88852033;88852033;88852033;88852033;88859417;88859417;88859417;88859417;88859417;88860439;88860439;88868329;88868329;88871540;88871540;88871540;88871540;88871540;88872085;88872085;88872085;88872085;88872085;88873025;88873025;88873025;88873025;88873025;88873025;88874024;88874059;88874024;88874024;88874024;88874024;88874841;88874841;88874653;88874572;88875353;88874586;88875353	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10914	-5.051800869512435	7.959480657255525	22.14664198887997	2.5259741242915472e-6	4.051168064262285e-4	Downregulated
ENSG00000187772	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	104936616;104936850;104940866;104950461;104950461;104957107;104958099;104958099;104958099;105026298;105026298;105026298;105078414;105078414;105078414	104936649;104937116;104941012;104950509;104950509;104957260;104958286;104958286;104958286;105026482;105026482;105026482;105083332;105078602;105080479	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5943	-5.867496681839613	-0.22445429944693834	22.14382374660298	2.529684963080488e-6	4.051168064262285e-4	Downregulated
ENSG00000133115	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	38965925;38965926;38968400;38968400;38970185;38970185;38972512;38972512;38976540;38976540;38976694;38976694;38980052;38990670;38990670	38967049;38967049;38968534;38968534;38970388;38970388;38972594;38972594;38976612;38976612;38976797;38976797;38980135;38990859;38990831	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1998	-5.432519494569487	0.8500836153235128	22.073456925690067	2.624132642662151e-6	4.179948611068315e-4	Downregulated
ENSG00000197430	10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10	96343221;96343222;96343222;96343222;96343222;96343222;96348289;96348289;96348289;96348289;96348289;96348289;96349707;96349707;96349707;96349707;96349707;96349707;96351378;96351378;96351378;96351378;96353447;96355255;96355255;96355255;96356910;96358894;96358894;96358894;96358894	96346117;96346117;96346117;96346117;96346117;96346117;96348345;96348345;96348345;96348345;96348345;96348345;96349826;96349826;96349826;96349826;96349826;96349826;96351410;96351410;96351410;96351410;96353455;96355290;96355290;96355290;96357159;96359365;96359365;96359365;96359002	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3874	-5.235692495308385	1.6471667124300906	22.015796015469775	2.7041578613769146e-6	4.2845079902571363e-4	Downregulated
ENSG00000224652	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	196142516;196142521;196142525;196142529;196142560;196142642;196142676;196142808;196142817;196142847;196143906;196143906;196143906;196143906;196143906;196144177;196144177;196144177;196144177;196144177;196147976;196159900;196159900;196159900;196159900;196159900;196159900;196159900;196159900;196159953;196160151;196160151	196143000;196143000;196143270;196143270;196143000;196143409;196143000;196143000;196143409;196143000;196144377;196144377;196144377;196144377;196144377;196144377;196144377;196144377;196144377;196144377;196148129;196159994;196160893;196160405;196160685;196160893;196159994;196160893;196160405;196160405;196160373;196160388	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2514	7.412615905694509	-1.0829626384230093	21.848573611175297	2.9503583894078797e-6	4.6498584838779107e-4	Upregulated
ENSG00000006116	16;16;16;16	24256335;24346734;24354833;24361352	24256965;24346817;24354973;24362412	+;+;+;+	1917	5.662802694038923	0.4227785860691741	21.8348670317989	2.9715092166529424e-6	4.658544475602168e-4	Upregulated
ENSG00000100448	14;14;14;14;14;14;14;14;14	24573518;24573522;24574245;24574245;24574675;24574675;24575265;24576169;24576169	24573810;24573810;24574499;24574499;24575412;24574810;24575412;24576250;24576250	-;-;-;-;-;-;-;-;-	1368	-7.121778981661326	-1.3533535978669955	21.80286986318896	3.0214785442039574e-6	4.689067895371048e-4	Downregulated
